,Player,Team_x,ShootsCatches_x,DOB,BirthCity,StateProvince,Country,Nationality,HeightInches,WeightPounds,DraftYear,DraftRound,DraftPickNumber,FirstSeason,HOF,GamesPlayed_x,Wins_x,Losses_x,Ties_x,OvertimeLosses_x,Shutouts_x,Season,Team_y,ShootsCatches_y,GamesPlayed_y,GamesStarted,Wins_y,Losses_y,Ties_y,OvertimeLosses_y,ShotsAgainst,Saves,GoalsAgainst,SavePct,GoalsAgainstAvg,TimeOnIce,Shutouts_y,GoalsScored,Assists,Points,PenaltyMinutes
371,Dan Cloutier,,L,1976-04-22,Mont-Laurier,QC,CAN,CAN,73,195,1994,1,26,1997-98,N,351,139,142,33,4,15,2007-08,LAK,L,9,9,2,4,,1,247,219,28,0.887,3.43,489:10,0,0,0,0,2
372,Gerald Coleman,,L,1985-04-03,Romeoville,IL,USA,USA,76,213,2003,7,224,2005-06,N,2,0,0,,1,0,2005-06,TBL,L,2,0,0,0,,1,17,15,2,0.882,2.77,43:16,0,0,0,0,0
373,Eric Comrie,BUF,L,1995-07-06,Edmonton,AB,CAN,CAN,73,183,2013,2,59,2016-17,N,39,17,17,,1,1,2019-20,DET,L,3,2,0,2,,0,66,57,9,0.864,4.28,126:15,0,0,0,0,0
374,Eric Comrie,BUF,L,1995-07-06,Edmonton,AB,CAN,CAN,73,183,2013,2,59,2016-17,N,39,17,17,,1,1,2018-19,WPG,L,1,1,0,1,,0,28,23,5,0.821,5.01,59:53,0,0,0,0,0
375,Eric Comrie,BUF,L,1995-07-06,Edmonton,AB,CAN,CAN,73,183,2013,2,59,2016-17,N,39,17,17,,1,1,2022-23,BUF,L,11,11,4,7,,0,336,298,38,0.887,3.62,629:14,0,0,1,1,0
376,Eric Comrie,BUF,L,1995-07-06,Edmonton,AB,CAN,CAN,73,183,2013,2,59,2016-17,N,39,17,17,,1,1,2021-22,WPG,L,19,16,10,5,,1,550,506,44,0.92,2.58,1024:49,1,0,1,1,0
377,Eric Comrie,BUF,L,1995-07-06,Edmonton,AB,CAN,CAN,73,183,2013,2,59,2016-17,N,39,17,17,,1,1,2017-18,WPG,L,3,3,1,2,,0,94,82,12,0.872,3.99,180:18,0,0,0,0,0
378,Eric Comrie,BUF,L,1995-07-06,Edmonton,AB,CAN,CAN,73,183,2013,2,59,2016-17,N,39,17,17,,1,1,2016-17,WPG,L,1,1,1,0,,0,39,35,4,0.897,4.05,59:18,0,0,0,0,0
379,Eric Comrie,BUF,L,1995-07-06,Edmonton,AB,CAN,CAN,73,183,2013,2,59,2016-17,N,39,17,17,,1,1,2020-21,NJD,L,1,1,1,0,,0,33,30,3,0.909,3,60:00,0,0,0,0,0
380,Mike Condon,,L,1990-04-27,Holliston,MA,USA,USA,74,196,,,,2015-16,N,129,45,58,,17,6,2018-19,OTT,L,2,2,0,2,,0,40,32,8,0.8,6.38,75:15,0,0,0,0,0
381,Mike Condon,,L,1990-04-27,Holliston,MA,USA,USA,74,196,,,,2015-16,N,129,45,58,,17,6,2017-18,OTT,L,31,26,5,17,,5,898,810,88,0.902,3.25,1626:25,0,0,2,2,0
382,Mike Condon,,L,1990-04-27,Holliston,MA,USA,USA,74,196,,,,2015-16,N,129,45,58,,17,6,2015-16,MTL,L,55,51,21,25,,6,1458,1317,141,0.903,2.71,3122:44,1,0,0,0,0
383,Mike Condon,,L,1990-04-27,Holliston,MA,USA,USA,74,196,,,,2015-16,N,129,45,58,,17,6,2016-17,"PIT,OTT",L,41,38,19,14,,6,1122,1026,96,0.914,2.48,2324:25,5,0,0,0,4
384,Ty Conklin,,L,1976-03-30,Anchorage,AK,USA,USA,73,185,,,,2001-02,N,215,96,67,4,17,17,2003-04,EDM,L,38,35,17,14,4,,959,875,84,0.912,2.42,2085:48,1,0,0,0,17
385,Ty Conklin,,L,1976-03-30,Anchorage,AK,USA,USA,73,185,,,,2001-02,N,215,96,67,4,17,17,2009-10,STL,L,26,21,10,10,,2,764,704,60,0.921,2.48,1451:11,4,0,1,1,4
386,Ty Conklin,,L,1976-03-30,Anchorage,AK,USA,USA,73,185,,,,2001-02,N,215,96,67,4,17,17,2007-08,PIT,L,33,30,18,8,,5,1013,935,78,0.923,2.51,1865:33,2,0,1,1,4
387,Ty Conklin,,L,1976-03-30,Anchorage,AK,USA,USA,73,185,,,,2001-02,N,215,96,67,4,17,17,2006-07,"CBJ,BUF",L,16,9,3,5,,2,330,290,40,0.879,3.34,718:36,0,0,0,0,2
388,Ty Conklin,,L,1976-03-30,Anchorage,AK,USA,USA,73,185,,,,2001-02,N,215,96,67,4,17,17,2008-09,DET,L,40,37,25,11,,2,1033,939,94,0.909,2.51,2246:02,6,0,0,0,4
389,Ty Conklin,,L,1976-03-30,Anchorage,AK,USA,USA,73,185,,,,2001-02,N,215,96,67,4,17,17,2001-02,EDM,L,4,2,2,0,0,,66,62,4,0.939,1.63,147:32,0,0,0,0,0
390,Ty Conklin,,L,1976-03-30,Anchorage,AK,USA,USA,73,185,,,,2001-02,N,215,96,67,4,17,17,2005-06,EDM,L,18,15,8,5,,1,359,316,43,0.88,2.8,922:17,1,0,0,0,2
391,Ty Conklin,,L,1976-03-30,Anchorage,AK,USA,USA,73,185,,,,2001-02,N,215,96,67,4,17,17,2010-11,STL,L,25,20,8,8,,4,582,513,69,0.881,3.22,1285:27,2,0,0,0,4
392,Ty Conklin,,L,1976-03-30,Anchorage,AK,USA,USA,73,185,,,,2001-02,N,215,96,67,4,17,17,2011-12,DET,L,15,13,5,6,,1,378,334,44,0.884,3.28,804:34,1,0,1,1,0
393,Pheonix Copley,LAK,L,1992-01-18,North Pole,AK,USA,USA,76,200,,,,2015-16,N,31,16,9,,3,1,2015-16,STL,L,1,0,0,0,,0,6,5,1,0.833,2.46,24:26,0,0,0,0,0
394,Pheonix Copley,LAK,L,1992-01-18,North Pole,AK,USA,USA,76,200,,,,2015-16,N,31,16,9,,3,1,2021-22,WSH,L,2,1,0,1,,0,41,36,5,0.878,3.11,96:35,0,0,0,0,0
395,Pheonix Copley,LAK,L,1992-01-18,North Pole,AK,USA,USA,76,200,,,,2015-16,N,31,16,9,,3,1,2018-19,WSH,L,27,24,16,7,,3,776,702,74,0.905,2.9,1528:56,1,0,1,1,0
396,Pheonix Copley,LAK,L,1992-01-18,North Pole,AK,USA,USA,76,200,,,,2015-16,N,31,16,9,,3,1,2016-17,STL,L,1,1,0,1,,0,29,24,5,0.828,5.09,58:56,0,0,0,0,0
397,Jared Coreau,,L,1991-11-05,Perth,ON,CAN,CAN,77,214,,,,2016-17,N,21,5,9,,4,2,2017-18,DET,L,7,7,0,5,,1,203,176,27,0.867,4.26,380:26,0,0,0,0,0
398,Jared Coreau,,L,1991-11-05,Perth,ON,CAN,CAN,77,214,,,,2016-17,N,21,5,9,,4,2,2016-17,DET,L,14,14,5,4,,3,362,321,41,0.887,3.46,711:40,2,0,0,0,0
399,Marcel Cousineau,,L,1973-04-30,Delson,QC,CAN,CAN,69,180,1991,3,62,1996-97,N,26,4,10,1,,1,1996-97,TOR,L,13,8,3,5,1,,317,286,31,0.902,3.29,565:46,1,0,1,1,0
400,Marcel Cousineau,,L,1973-04-30,Delson,QC,CAN,CAN,69,180,1991,3,62,1996-97,N,26,4,10,1,,1,1999-00,LAK,L,5,1,1,1,0,,64,58,6,0.906,2.11,170:38,0,0,0,0,0
401,Marcel Cousineau,,L,1973-04-30,Delson,QC,CAN,CAN,69,180,1991,3,62,1996-97,N,26,4,10,1,,1,1998-99,NYI,L,6,4,0,4,0,,119,105,14,0.882,2.87,292:42,0,0,0,0,0
402,Marcel Cousineau,,L,1973-04-30,Delson,QC,CAN,CAN,69,180,1991,3,62,1996-97,N,26,4,10,1,,1,1997-98,TOR,L,2,0,0,0,0,,9,9,0,1,0,16:39,0,0,0,0,0
403,Corey Crawford,,L,1984-12-31,Montréal,QC,CAN,CAN,74,216,2003,2,52,2005-06,N,488,260,162,,53,26,2014-15,CHI,L,57,57,32,20,,5,1661,1535,126,0.924,2.27,3333:20,2,0,1,1,8
404,Corey Crawford,,L,1984-12-31,Montréal,QC,CAN,CAN,74,216,2003,2,52,2005-06,N,488,260,162,,53,26,2015-16,CHI,L,58,58,35,18,,5,1718,1587,131,0.924,2.37,3322:39,7,0,1,1,2
405,Corey Crawford,,L,1984-12-31,Montréal,QC,CAN,CAN,74,216,2003,2,52,2005-06,N,488,260,162,,53,26,2010-11,CHI,L,57,55,33,18,,6,1545,1417,128,0.917,2.3,3336:37,4,0,1,1,2
406,Corey Crawford,,L,1984-12-31,Montréal,QC,CAN,CAN,74,216,2003,2,52,2005-06,N,488,260,162,,53,26,2005-06,CHI,L,2,1,0,0,,1,41,36,5,0.878,3.47,86:27,0,0,0,0,0
407,Corey Crawford,,L,1984-12-31,Montréal,QC,CAN,CAN,74,216,2003,2,52,2005-06,N,488,260,162,,53,26,2018-19,CHI,L,39,39,14,18,,5,1176,1068,108,0.908,2.93,2212:51,2,0,4,4,0
408,Corey Crawford,,L,1984-12-31,Montréal,QC,CAN,CAN,74,216,2003,2,52,2005-06,N,488,260,162,,53,26,2016-17,CHI,L,55,55,32,18,,4,1691,1553,138,0.918,2.55,3246:52,2,0,1,1,2
409,Corey Crawford,,L,1984-12-31,Montréal,QC,CAN,CAN,74,216,2003,2,52,2005-06,N,488,260,162,,53,26,2007-08,CHI,L,5,3,1,2,,0,112,104,8,0.929,2.14,224:09,1,0,0,0,0
410,Corey Crawford,,L,1984-12-31,Montréal,QC,CAN,CAN,74,216,2003,2,52,2005-06,N,488,260,162,,53,26,2019-20,CHI,L,40,39,16,20,,3,1294,1186,108,0.917,2.77,2340:03,1,0,0,0,0
411,Corey Crawford,,L,1984-12-31,Montréal,QC,CAN,CAN,74,216,2003,2,52,2005-06,N,488,260,162,,53,26,2013-14,CHI,L,59,56,32,16,,10,1533,1405,128,0.917,2.26,3395:01,2,0,1,1,0
412,Corey Crawford,,L,1984-12-31,Montréal,QC,CAN,CAN,74,216,2003,2,52,2005-06,N,488,260,162,,53,26,2012-13,CHI,L,30,28,19,5,,5,769,712,57,0.926,1.94,1760:31,3,0,0,0,4
413,Corey Crawford,,L,1984-12-31,Montréal,QC,CAN,CAN,74,216,2003,2,52,2005-06,N,488,260,162,,53,26,2009-10,CHI,L,1,1,0,1,,0,35,32,3,0.914,3.04,59:13,0,0,0,0,0
414,Corey Crawford,,L,1984-12-31,Montréal,QC,CAN,CAN,74,216,2003,2,52,2005-06,N,488,260,162,,53,26,2017-18,CHI,L,28,27,16,9,,2,842,782,60,0.929,2.27,1583:30,2,0,0,0,0
415,Corey Crawford,,L,1984-12-31,Montréal,QC,CAN,CAN,74,216,2003,2,52,2005-06,N,488,260,162,,53,26,2011-12,CHI,L,57,55,30,17,,7,1507,1361,146,0.903,2.72,3218:13,0,0,0,0,0
416,John Curry,,L,1984-02-27,Shorewood,MN,USA,USA,71,185,,,,2008-09,N,8,3,2,,1,0,2008-09,PIT,L,3,2,2,1,,0,69,63,6,0.913,2.4,149:45,0,0,0,0,0
417,John Curry,,L,1984-02-27,Shorewood,MN,USA,USA,71,185,,,,2008-09,N,8,3,2,,1,0,2014-15,MIN,L,2,1,0,0,,1,25,20,5,0.8,4.18,71:51,0,0,0,0,0
418,John Curry,,L,1984-02-27,Shorewood,MN,USA,USA,71,185,,,,2008-09,N,8,3,2,,1,0,2013-14,MIN,L,2,1,1,0,,0,57,53,4,0.93,3.01,79:38,0,0,0,0,0
419,John Curry,,L,1984-02-27,Shorewood,MN,USA,USA,71,185,,,,2008-09,N,8,3,2,,1,0,2009-10,PIT,L,1,1,0,1,,0,14,9,5,0.643,12.25,24:29,0,0,0,0,0
420,Joey Daccord,SEA,L,1996-08-19,Boston,MA,USA,USA,74,201,2015,7,199,2018-19,N,15,2,8,,1,0,2021-22,SEA,L,5,4,0,4,,0,140,119,21,0.85,4.3,293:13,0,0,0,0,0
421,Joey Daccord,SEA,L,1996-08-19,Boston,MA,USA,USA,74,201,2015,7,199,2018-19,N,15,2,8,,1,0,2020-21,OTT,L,8,6,1,3,,1,214,192,22,0.897,3.27,403:22,0,0,0,0,0
422,Joey Daccord,SEA,L,1996-08-19,Boston,MA,USA,USA,74,201,2015,7,199,2018-19,N,15,2,8,,1,0,2022-23,SEA,L,1,1,1,0,,0,40,36,4,0.9,4,60:00,0,0,0,0,0
423,Joey Daccord,SEA,L,1996-08-19,Boston,MA,USA,USA,74,201,2015,7,199,2018-19,N,15,2,8,,1,0,2018-19,OTT,L,1,1,0,1,,0,40,35,5,0.875,5,60:00,0,0,0,0,0
424,Byron Dafoe,,L,1971-02-25,Sussex,,GBR,GBR,71,185,1989,2,35,1992-93,N,415,171,170,56,,26,1996-97,LAK,L,40,35,13,17,5,,1178,1066,112,0.905,3.11,2162:27,0,0,0,0,0
425,Byron Dafoe,,L,1971-02-25,Sussex,,GBR,GBR,71,185,1989,2,35,1992-93,N,415,171,170,56,,26,2000-01,BOS,L,45,45,22,14,7,,1076,975,101,0.906,2.39,2536:28,2,0,2,2,6
426,Byron Dafoe,,L,1971-02-25,Sussex,,GBR,GBR,71,185,1989,2,35,1992-93,N,415,171,170,56,,26,1997-98,BOS,L,65,63,30,25,9,,1602,1464,138,0.914,2.24,3692:34,6,0,3,3,2
427,Byron Dafoe,,L,1971-02-25,Sussex,,GBR,GBR,71,185,1989,2,35,1992-93,N,415,171,170,56,,26,1998-99,BOS,L,68,67,32,23,11,,1800,1667,133,0.926,1.99,4001:17,10,0,2,2,25
428,Byron Dafoe,,L,1971-02-25,Sussex,,GBR,GBR,71,185,1989,2,35,1992-93,N,415,171,170,56,,26,2002-03,ATL,L,17,17,5,11,1,,472,407,65,0.862,4.36,895:02,0,0,0,0,0
429,Byron Dafoe,,L,1971-02-25,Sussex,,GBR,GBR,71,185,1989,2,35,1992-93,N,415,171,170,56,,26,1999-00,BOS,L,41,40,13,16,10,,1030,916,114,0.889,2.97,2306:38,3,0,0,0,0
430,Byron Dafoe,,L,1971-02-25,Sussex,,GBR,GBR,71,185,1989,2,35,1992-93,N,415,171,170,56,,26,2003-04,ATL,L,18,16,4,11,1,,499,448,51,0.898,3.15,972:47,0,0,0,0,2
431,Byron Dafoe,,L,1971-02-25,Sussex,,GBR,GBR,71,185,1989,2,35,1992-93,N,415,171,170,56,,26,2001-02,BOS,L,64,64,35,26,3,,1520,1379,141,0.907,2.21,3826:51,4,0,1,1,27
432,Byron Dafoe,,L,1971-02-25,Sussex,,GBR,GBR,71,185,1989,2,35,1992-93,N,415,171,170,56,,26,1995-96,LAK,L,47,46,14,24,8,,1539,1367,172,0.888,3.87,2666:13,1,0,0,0,6
433,Jean-Francois Damphousse,,L,1979-07-21,St. Alexis Des Monts,QC,CAN,CAN,72,146,1997,1,24,2001-02,N,6,1,3,0,,0,2001-02,NJD,L,6,4,1,3,0,,115,103,12,0.896,2.45,293:38,0,0,0,0,0
434,Yann Danis,,L,1981-06-21,Lafontaine,QC,CAN,CAN,71,180,,,,2005-06,N,55,17,22,,4,3,2005-06,MTL,L,6,5,3,2,,0,152,138,14,0.908,2.69,312:15,1,0,0,0,0
435,Yann Danis,,L,1981-06-21,Lafontaine,QC,CAN,CAN,71,180,,,,2005-06,N,55,17,22,,4,3,2015-16,NJD,L,2,0,0,1,,0,18,14,4,0.778,4.75,50:30,0,0,0,0,0
436,Yann Danis,,L,1981-06-21,Lafontaine,QC,CAN,CAN,71,180,,,,2005-06,N,55,17,22,,4,3,2011-12,EDM,L,1,0,0,0,,0,12,10,2,0.833,3.7,32:26,0,0,0,0,0
437,Yann Danis,,L,1981-06-21,Lafontaine,QC,CAN,CAN,71,180,,,,2005-06,N,55,17,22,,4,3,2009-10,NJD,L,12,6,3,2,,1,207,191,16,0.923,2.05,467:19,0,0,0,0,0
438,Yann Danis,,L,1981-06-21,Lafontaine,QC,CAN,CAN,71,180,,,,2005-06,N,55,17,22,,4,3,2008-09,NYI,L,31,29,10,17,,3,933,849,84,0.91,2.86,1760:07,2,0,0,0,0
439,Yann Danis,,L,1981-06-21,Lafontaine,QC,CAN,CAN,71,180,,,,2005-06,N,55,17,22,,4,3,2012-13,EDM,L,3,0,1,0,,0,59,52,7,0.881,3.81,110:15,0,0,0,0,0
440,Oscar Dansk,CGY,L,1994-02-28,Stockholm,,SWE,SWE,75,204,2012,2,31,2017-18,N,6,4,1,,0,1,2017-18,VGK,L,4,3,3,0,,0,93,88,5,0.946,1.78,168:36,1,0,0,0,0
441,Oscar Dansk,CGY,L,1994-02-28,Stockholm,,SWE,SWE,75,204,2012,2,31,2017-18,N,6,4,1,,0,1,2020-21,VGK,L,1,1,1,0,,0,29,25,4,0.862,3.91,61:25,0,0,0,0,0
442,Oscar Dansk,CGY,L,1994-02-28,Stockholm,,SWE,SWE,75,204,2012,2,31,2017-18,N,6,4,1,,0,1,2019-20,VGK,L,1,1,0,1,,0,37,31,6,0.838,6,60:00,0,0,0,0,0
443,Scott Darling,,L,1988-12-22,Newport News,VA,USA,USA,77,226,2007,6,153,2014-15,N,126,54,42,,18,4,2017-18,CAR,L,43,40,13,21,,7,1171,1040,131,0.888,3.18,2475:07,0,0,0,0,2
444,Scott Darling,,L,1988-12-22,Newport News,VA,USA,USA,77,226,2007,6,153,2014-15,N,126,54,42,,18,4,2016-17,CHI,L,32,27,18,5,,5,877,810,67,0.924,2.38,1688:35,2,0,0,0,0
445,Scott Darling,,L,1988-12-22,Newport News,VA,USA,USA,77,226,2007,6,153,2014-15,N,126,54,42,,18,4,2014-15,CHI,L,14,13,9,4,,0,419,392,27,0.936,1.95,832:31,1,0,0,0,0
446,Scott Darling,,L,1988-12-22,Newport News,VA,USA,USA,77,226,2007,6,153,2014-15,N,126,54,42,,18,4,2018-19,CAR,L,8,8,2,4,,2,233,206,27,0.884,3.34,485:34,0,0,0,0,0
447,Scott Darling,,L,1988-12-22,Newport News,VA,USA,USA,77,226,2007,6,153,2014-15,N,126,54,42,,18,4,2015-16,CHI,L,29,24,12,8,,4,784,717,67,0.915,2.58,1560:01,1,0,0,0,0
448,Nico Daws,NJD,L,2000-12-22,Munich,,DEU,DEU,76,205,2020,3,84,2021-22,N,25,10,11,,1,0,2021-22,NJD,L,25,23,10,11,,1,617,551,66,0.893,3.11,1271:32,0,0,0,0,0
449,Philippe De Rouville,,L,1974-08-07,Victoriaville,QC,CAN,CAN,73,183,1992,5,115,1994-95,N,3,1,2,0,,0,1996-97,PIT,L,2,1,0,2,0,,66,60,6,0.909,3.24,111:08,0,0,0,0,0
450,Mark Dekanich,,L,1986-05-10,North Vancouver,BC,CAN,CAN,74,185,2006,5,146,2010-11,N,1,0,0,,0,0,2010-11,NSH,L,1,0,0,0,,0,25,22,3,0.88,3.6,49:59,0,0,0,0,0
451,Collin Delia,VAN,L,1994-06-20,Rancho Cucamonga,CA,USA,USA,74,208,,,,2017-18,N,32,9,12,,5,0,2020-21,CHI,L,6,5,1,3,,1,205,185,20,0.902,3.59,334:29,0,0,0,0,0
452,Collin Delia,VAN,L,1994-06-20,Rancho Cucamonga,CA,USA,USA,74,208,,,,2017-18,N,32,9,12,,5,0,2017-18,CHI,L,2,2,1,1,,0,63,56,7,0.889,3.96,105:59,0,0,0,0,2
453,Collin Delia,VAN,L,1994-06-20,Rancho Cucamonga,CA,USA,USA,74,208,,,,2017-18,N,32,9,12,,5,0,2021-22,CHI,L,8,6,1,4,,1,218,196,22,0.899,3.85,343:06,0,0,0,0,0
454,Collin Delia,VAN,L,1994-06-20,Rancho Cucamonga,CA,USA,USA,74,208,,,,2017-18,N,32,9,12,,5,0,2018-19,CHI,L,16,14,6,4,,3,545,495,50,0.908,3.61,831:03,0,0,0,0,0
455,Aaron Dell,SJS,L,1989-05-04,Airdrie,AB,CAN,CAN,72,213,,,,2016-17,N,127,50,48,,13,5,2022-23,SJS,L,1,1,0,1,,0,31,29,2,0.935,2.07,57:57,0,0,0,0,0
456,Aaron Dell,SJS,L,1989-05-04,Airdrie,AB,CAN,CAN,72,213,,,,2016-17,N,127,50,48,,13,5,2016-17,SJS,L,20,17,11,6,,1,533,496,37,0.931,2,1110:33,1,0,0,0,0
457,Aaron Dell,SJS,L,1989-05-04,Airdrie,AB,CAN,CAN,72,213,,,,2016-17,N,127,50,48,,13,5,2021-22,BUF,L,12,9,1,8,,1,354,316,38,0.893,4.03,565:23,0,0,0,0,2
458,Aaron Dell,SJS,L,1989-05-04,Airdrie,AB,CAN,CAN,72,213,,,,2016-17,N,127,50,48,,13,5,2019-20,SJS,L,33,30,12,15,,3,986,894,92,0.907,3.01,1834:14,0,0,0,0,0
459,Aaron Dell,SJS,L,1989-05-04,Airdrie,AB,CAN,CAN,72,213,,,,2016-17,N,127,50,48,,13,5,2018-19,SJS,L,25,20,10,8,,4,613,543,70,0.886,3.17,1323:17,2,0,0,0,0
460,Aaron Dell,SJS,L,1989-05-04,Airdrie,AB,CAN,CAN,72,213,,,,2016-17,N,127,50,48,,13,5,2020-21,NJD,L,7,5,1,5,,0,154,132,22,0.857,4.14,319:10,0,0,0,0,0
461,Aaron Dell,SJS,L,1989-05-04,Airdrie,AB,CAN,CAN,72,213,,,,2016-17,N,127,50,48,,13,5,2017-18,SJS,L,29,22,15,5,,4,775,708,67,0.914,2.64,1522:05,2,0,1,1,0
462,Thatcher Demko,VAN,L,1995-12-08,San Diego,CA,USA,USA,76,192,2014,2,36,2017-18,N,151,70,63,,13,2,2017-18,VAN,L,1,1,1,0,,0,30,26,4,0.867,3.91,61:21,0,0,0,0,0
463,Thatcher Demko,VAN,L,1995-12-08,San Diego,CA,USA,USA,76,192,2014,2,36,2017-18,N,151,70,63,,13,2,2022-23,VAN,L,15,15,3,10,,2,479,423,56,0.883,3.93,854:37,0,0,0,0,4
464,Thatcher Demko,VAN,L,1995-12-08,San Diego,CA,USA,USA,76,192,2014,2,36,2017-18,N,151,70,63,,13,2,2018-19,VAN,L,9,8,4,3,,1,288,263,25,0.913,2.81,534:09,0,0,1,1,0
465,Thatcher Demko,VAN,L,1995-12-08,San Diego,CA,USA,USA,76,192,2014,2,36,2017-18,N,151,70,63,,13,2,2019-20,VAN,L,27,25,13,10,,2,822,744,78,0.905,3.06,1529:03,0,0,0,0,0
466,Thatcher Demko,VAN,L,1995-12-08,San Diego,CA,USA,USA,76,192,2014,2,36,2017-18,N,151,70,63,,13,2,2021-22,VAN,L,64,61,33,22,,7,1967,1799,168,0.915,2.72,3700:39,1,0,2,2,2
467,Thatcher Demko,VAN,L,1995-12-08,San Diego,CA,USA,USA,76,192,2014,2,36,2017-18,N,151,70,63,,13,2,2020-21,VAN,L,35,35,16,18,,1,1164,1065,99,0.915,2.85,2086:48,1,0,0,0,0
468,Marc Denis,,L,1977-08-01,Montréal,QC,CAN,CAN,73,193,1995,1,25,1996-97,N,349,112,179,28,3,16,2008-09,MTL,L,1,0,0,0,,0,7,6,1,0.857,3,20:00,0,0,0,0,0
469,Marc Denis,,L,1977-08-01,Montréal,QC,CAN,CAN,73,193,1995,1,25,1996-97,N,349,112,179,28,3,16,1999-00,COL,L,23,20,9,8,3,,618,567,51,0.917,2.54,1203:28,3,0,2,2,6
470,Marc Denis,,L,1977-08-01,Montréal,QC,CAN,CAN,73,193,1995,1,25,1996-97,N,349,112,179,28,3,16,2001-02,CBJ,L,42,39,9,24,5,,1197,1076,121,0.899,3.11,2335:29,1,0,1,1,2
471,Marc Denis,,L,1977-08-01,Montréal,QC,CAN,CAN,73,193,1995,1,25,1996-97,N,349,112,179,28,3,16,2003-04,CBJ,L,66,63,21,36,7,,1970,1808,162,0.918,2.56,3795:46,5,0,2,2,10
472,Marc Denis,,L,1977-08-01,Montréal,QC,CAN,CAN,73,193,1995,1,25,1996-97,N,349,112,179,28,3,16,1998-99,COL,L,4,3,1,1,1,,110,101,9,0.918,2.49,216:49,0,0,0,0,0
473,Marc Denis,,L,1977-08-01,Montréal,QC,CAN,CAN,73,193,1995,1,25,1996-97,N,349,112,179,28,3,16,2007-08,TBL,L,10,4,1,5,,0,199,171,28,0.859,4.05,414:56,0,0,0,0,2
474,Marc Denis,,L,1977-08-01,Montréal,QC,CAN,CAN,73,193,1995,1,25,1996-97,N,349,112,179,28,3,16,1996-97,COL,L,1,1,0,1,0,,26,23,3,0.885,3.02,59:38,0,0,0,0,0
475,Marc Denis,,L,1977-08-01,Montréal,QC,CAN,CAN,73,193,1995,1,25,1996-97,N,349,112,179,28,3,16,2002-03,CBJ,L,77,77,27,41,8,,2404,2172,232,0.903,3.09,4510:55,5,0,0,0,6
476,Marc Denis,,L,1977-08-01,Montréal,QC,CAN,CAN,73,193,1995,1,25,1996-97,N,349,112,179,28,3,16,2000-01,CBJ,L,32,29,6,20,4,,940,841,99,0.895,3.25,1830:15,0,0,0,0,2
477,Marc Denis,,L,1977-08-01,Montréal,QC,CAN,CAN,73,193,1995,1,25,1996-97,N,349,112,179,28,3,16,2005-06,CBJ,L,49,45,21,25,,1,1505,1354,151,0.9,3.25,2786:18,1,0,1,1,2
478,Marc Denis,,L,1977-08-01,Montréal,QC,CAN,CAN,73,193,1995,1,25,1996-97,N,349,112,179,28,3,16,2006-07,TBL,L,44,39,17,18,,2,1068,943,125,0.883,3.19,2352:32,1,0,0,0,2
479,Cedrick Desjardins,,R,1985-09-30,Edmundston,NB,CAN,CAN,72,192,,,,2010-11,N,6,2,4,,0,0,2010-11,TBL,R,2,2,2,0,,0,63,61,2,0.968,1,120:19,0,0,0,0,0
480,Cedrick Desjardins,,R,1985-09-30,Edmundston,NB,CAN,CAN,72,192,,,,2010-11,N,6,2,4,,0,0,2012-13,TBL,R,3,2,0,3,,0,73,65,8,0.89,3,160:06,0,0,0,0,0
481,Cedrick Desjardins,,R,1985-09-30,Edmundston,NB,CAN,CAN,72,192,,,,2010-11,N,6,2,4,,0,0,2013-14,TBL,R,1,0,0,1,,0,13,11,2,0.846,6.65,18:02,0,0,0,0,2
482,Jeff Deslauriers,,R,1984-05-15,Saint-Jean-sur-Richelieu,QC,CAN,CAN,76,203,2002,2,31,2008-09,N,62,23,32,,4,3,2011-12,ANA,R,4,4,3,1,,0,113,102,11,0.903,2.74,241:12,0,0,0,0,0
483,Jeff Deslauriers,,R,1984-05-15,Saint-Jean-sur-Richelieu,QC,CAN,CAN,76,203,2002,2,31,2008-09,N,62,23,32,,4,3,2008-09,EDM,R,10,7,4,3,,0,302,272,30,0.901,3.34,539:37,0,0,1,1,0
484,Jeff Deslauriers,,R,1984-05-15,Saint-Jean-sur-Richelieu,QC,CAN,CAN,76,203,2002,2,31,2008-09,N,62,23,32,,4,3,2009-10,EDM,R,48,48,16,28,,4,1529,1377,152,0.901,3.26,2797:36,3,0,3,3,8
485,Casey DeSmith,PIT,L,1991-08-13,Rochester,NH,USA,USA,72,181,,,,2017-18,N,105,46,33,,12,9,2020-21,PIT,L,20,17,11,7,,0,543,495,48,0.912,2.54,1132:19,2,0,1,1,0
486,Casey DeSmith,PIT,L,1991-08-13,Rochester,NH,USA,USA,72,181,,,,2017-18,N,105,46,33,,12,9,2018-19,PIT,L,36,30,15,11,,5,1060,971,89,0.916,2.75,1943:33,3,0,0,0,2
487,Casey DeSmith,PIT,L,1991-08-13,Rochester,NH,USA,USA,72,181,,,,2017-18,N,105,46,33,,12,9,2021-22,PIT,L,26,24,11,6,,5,769,703,66,0.914,2.79,1418:09,3,0,0,0,0
488,Casey DeSmith,PIT,L,1991-08-13,Rochester,NH,USA,USA,72,181,,,,2017-18,N,105,46,33,,12,9,2017-18,PIT,L,14,11,6,4,,1,356,328,28,0.921,2.4,700:09,1,0,0,0,2
